NomFrançais,NomAnglais,CAS,Classification,PourcentageDeDivulgation,Commentaire
Phénylphénol (ortho-),o-Phenylphenol,90-43-7,Class D2B - Toxic material causing other toxic effects,"1,0%",
Phénylphosphine,Phenylphosphine,638-21-1,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Phloroglucinol,Phloroglucinol,108-73-6,Not controlled product,Non requise,
"Phloroglucinol, dihydraté","1,3,5-Trihydroxybenzene, dihydrate",6099-90-7,Not controlled product,Non requise,
Phosgène,Phosgene,75-44-5,Class A - Compressed gases,"1,0%",
Phosgène,Phosgene,75-44-5,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Phosgène,Phosgene,75-44-5,Class E - Corrosive materials,"1,0%",
Phosphate acide de diisooctyle,Diisooctyl acid phosphate,27215-10-7,Classification not available,"1,0%",
Phosphate acide de sodium et d'ammonium tétrahydraté,"Phosphoric acid, monosodium monoammonium salt, tetrahydrate",,Not controlled product,Non requise,
Phosphate chromique,Chromic phosphate,7789-04-0,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique chrome (III), composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Phosphate d'alcool (C12-C15) éthoxylé,"(C12-C15) Alkyl alcohol, ethoxylated, phosphate",68071-35-2,Not controlled product,Non requise,
Phosphate d'aluminium,Aluminum phosphate,7784-30-7,Not controlled product,Non requise,
Phosphate de butyle normal,n-Butyl acid phosphate,1623-15-0,Classification not available,"1,0%",
Phosphate de cobalt (II),Cobalt(II) phosphate,13455-36-2,Classification not available,"1,0%",
Phosphate de dibutyle,Dibutyl phosphate,107-66-4,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Phosphate de lithium tribasique,Lithium phosphate tribasic,10377-52-3,Class E - Corrosive materials,"1,0%",
Phosphate de plomb,Lead phosphate,7446-27-7,Classification not available,"0,1%",
Phosphate de plomb dibasique,Dibasic lead phosphate,15845-52-0,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Phosphate de potassium dibasique,Potassium phosphate dibasic,7758-11-4,Not controlled product,Non requise,
Phosphate de potassium monobasique,Potassium phosphate monobasic,7778-77-0,Not controlled product,Non requise,
Phosphate de potassium tribasique,Tripotassium phosphate,7778-53-2,Class E - Corrosive materials,"1,0%",
Phosphate de sodium monobasique,Monosodium phosphate,7558-80-7,Not controlled product,Non requise,
Phosphate de sodium tribasique,Trisodium phosphate,7601-54-9,Class E - Corrosive materials,"1,0%",
Phosphate de tri(butoxyéthyle),Tri(butoxyethyl) phosphate,78-51-3,Not controlled product,Non requise,
Phosphate de tri(éthyl-2 hexyle),Tris(2-ethylhexyl) phosphate,78-42-2,Not controlled product,Non requise,
Phosphate de tributyle,Tributyl phosphate,126-73-8,Class D2B - Toxic material causing other toxic effects,"1,0%",
Phosphate de tricrésyl (ortho-),Tri-o-cresyl phosphate,78-30-8,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Phosphate de tricrésyl (ortho-),Tri-o-cresyl phosphate,78-30-8,Class D2B - Toxic material causing other toxic effects,"1,0%",
Phosphate de tricrésyle,Tricresyl phosphate,1330-78-5,Classification not available,"1,0%",
Phosphate de triméthyle,Trimethylphosphate,512-56-1,Classification not available,"0,1%",
Phosphate de triphényle,Triphenyl phosphate,115-86-6,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Phosphate de tris(dibromopropyle),Tris(dibromopropyl) phosphate,126-72-7,Classification not available,"0,1%",
Phosphate de zirconium,Zirconium phosphate,13765-95-2,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique zirconium, composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Phosphate disodique de phényle,Disodium phenyl phosphate,3279-54-7,Not controlled product,Non requise,
Phosphate manganeux,Manganous phosphate,14154-09-7,Class D2B - Toxic material causing other toxic effects,"1,0%",
Phosphate nickeleux,Nickel orthophosphate,10381-36-9,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Phosphate sodique de bis (2-éthylhexyle),"Phosphoric acid, bis(2-ethylhexyl)ester, sodium salt",141-65-1,Classification not available,"1,0%",
Phosphate trisodique chloré,Chlorinated trisodium phosphate,56802-99-4,Class E - Corrosive materials,"1,0%",
Phosphine,Phosphine,7803-51-2,Class A - Compressed gases,"1,0%",
Phosphine,Phosphine,7803-51-2,Class B1 - Flammable gases,"1,0%",
Phosphine,Phosphine,7803-51-2,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Phosphite de dibutyle,Dibutyl phosphite,1809-19-4,Classification not available,"1,0%",
Phosphite de triméthyle,Trimethyl phosphite,121-45-9,Class B2 - Flammable liquids,"1,0%",
Phosphite de triphényle,Triphenyl phosphite,101-02-0,Classification not available,"1,0%",
Phosphite de zinc,Zinc phosphite,14332-59-3,Classification not available,"1,0%",
Phosphomolybdate d'ammonium,Ammonium phosphonolybdate,12026-66-3,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique molybdène, composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Phosphore jaune,Yellow phosphorus,7723-14-0,Class B4 - Flammable solids,"1,0%",
Phosphore jaune,Yellow phosphorus,7723-14-0,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Phosphore jaune,Yellow phosphorus,7723-14-0,Class E - Corrosive materials,"1,0%",
Phosphore jaune,Yellow phosphorus,29879-37-6,Class B4 - Flammable solids,"1,0%",
Phosphore jaune,Yellow phosphorus,29879-37-6,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Phosphore jaune,Yellow phosphorus,29879-37-6,Class E - Corrosive materials,"1,0%",
Phosphore rouge,Red phosphorus,29879-37-6,Class B4 - Flammable solids,"1,0%",
Phosphore rouge,Red phosphorus,7723-14-0,Class B4 - Flammable solids,"1,0%",
Phosphore violet,Violet phosphorus,51273-58-6,Not controlled product,Non requise,
"Phosphorochloridothioate O,O-diméthyle","O,O-Dimethylphosphorochloridothioate",2524-03-0,Classification not available,"1,0%",
Phosphorodichloridate d'éthyle,Ethyl phosphorodichloridate,1498-51-7,Classification not available,"1,0%",
Phosphure d'aluminium,Aluminum phosphide,20859-73-8,Class B6 - Reactive flammable materials,"1,0%",
Phosphure d'aluminium,Aluminum phosphide,20859-73-8,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Phosphure de lithium,Lithium phosphide,12057-29-3,Class F - Dangerously reactive materials,"1,0%",
Phosphure de magnésium,Magnesium phosphide,12057-74-8,Classification not available,"1,0%",
Phosphure de nickel,Nickel phosphide,12035-64-2,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Phosphure de potassium,Potassium phosphide,20770-41-6,Classification not available,"1,0%",
Phosphure de strontium,Strontium phosphide,12504-16-4,Classification not available,"1,0%",
Phosphure de zinc,Zinc phosphide,1314-84-7,Classification not available,"1,0%",
ortho-Phtalaldéhyde,o-Phthalaldehyde,643-79-8,Class D1B - Toxic material causing immediate and serious toxic effects,Non requise,
ortho-Phtalaldéhyde,o-Phthalaldehyde,643-79-8,Class D2B - Toxic material causing other toxic effects,Non requise,
Phtalate de butyle et de benzyle,Butyl benzyl phthalate,85-68-7,Classification not available,"1,0%",
Phtalate de di(2-méthoxyéthyle),Bis(2-methoxyethyl)phthalate,117-82-8,Classification not available,"0,1%",
Phtalate de diallyle,Diallyl phthalate,131-17-9,Not controlled product,Non requise,
Phtalate de dibutyle (méta-),Dibutyl m-phthalate,3126-90-7,Not controlled product,Non requise,
Phtalate de dibutyle (ortho-),n-Dibutyl phthalate,84-74-2,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Phtalate de diéthyle (ortho-),Diethyl o-phthalate,84-66-2,Not controlled product,"0,1%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 0,1 % dans un produit contrôlé."
Phtalate de diéthyle (para-),Diethyl p-phthalate,636-09-9,Not controlled product,Non requise,
Phtalate de diheptyle,Diheptyl phthalate,3648-21-3,Classification not available,"0,1%",
Phtalate de diisobutyle,Diisobutyl phthalate,84-69-5,Not controlled product,Non requise,
Phtalate de diisodécyle,Diisodecyl phthalate,26761-40-0,Not controlled product,Non requise,
Phtalate de diisoheptyle,Diisoheptyl phthalate,71888-89-6,Not controlled product,Non requise,
Phtalate de diméthyle (ortho-),Dimethyl o-phthalate,131-11-3,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Phtalate de diméthyle (para-),Dimethyl p-phthalate,120-61-6,Classification not available,"1,0%",
Phtalate de dioctyle normal,Di-n-octyl phthalate,117-84-0,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Phtalate de dioctyle secondaire,Dioctyl phthalate,117-81-7,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Phtalocyanine de cuivre,Copper phthalocyanine,147-14-8,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique cuivre, composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Phtalocyanine de fer,Iron phthalocyanine,132-16-1,Not controlled product,Non requise,
Phtalodinitrile (méta-),Isophthalodinitrile,626-17-5,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Piclorame,Peloram,1918-02-1,Not controlled product,Non requise,
Pierre à chaux,Limestone,1317-65-3,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Pinacol,Pinacol,76-09-5,Classification not available,"1,0%",
bêta-Pinène,beta-Pinene,127-91-3,Classification not available,"1,0%",
Pinène-2,2-Pinene,80-56-8,Class B2 - Flammable liquids,"1,0%",
Platine,Platinum,7440-06-4,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Plâtre de Paris,Plaster of paris,26499-65-0,Not controlled product,Non requise,
Plomb,Lead,7439-92-1,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Plomb tétraéthyle,Lead tetraethyl,78-00-2,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Plomb tétraméthyle,Lead tetramethyl,75-74-1,Class B3 - Combustible liquids,"1,0%",
"Plomb, arséniate de",Lead orthoarsenate,3687-31-8,Class D1A - Very toxic material causing immediate and serious toxic effects,"0,1%",
"Plomb, arséniate de",Lead orthoarsenate,3687-31-8,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Plombate de sodium,Lead sodium oxide,12034-30-9,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Plombtétrapropyle,Tetrapropyl lead,3440-75-3,Classification not available,"1,0%",
Poly(n-vinylbutyrolactame),Providone,9003-39-8,Not controlled product,Non requise,
Polyacrylamide,Polyacrylamide,9003-05-8,Not controlled product,Non requise,
Polybromobiphényles (PBB),Polybrominated biphenyls (PBB),67774-32-7,Classification not available,"0,1%",
Polybutène,Polybutene,9003-29-6,Not controlled product,Non requise,
Polyisobutylène,Polyisobutylene,9003-27-4,Not controlled product,Non requise,
Polylimonène,Limonene polymer,9003-73-0,Not controlled product,Non requise,
Polymère d'acide amino-11 undécanoïque,11-Amino-undecanoic acid polymer,25587-80-8,Not controlled product,Non requise,
Polymère d'acide oléique et de tétraéthylènepentamine,"Oleic acid, tetraethylenepentamine polymer",70321-87-8,Not controlled product,Non requise,
"Polymère de (chlorométhyl) oxirane, de p-tert-butylphénol et de bisphénol A","Bisphenol A, p-tert-butylphenol, (chloromethyl) oxirane polymer",67924-34-9,Not controlled product,Non requise,
"Polymère de diisocyanate-1,3 de toluène et de propylène glycol éthoxylé","Polypropylene glycol, ethoxylated, toluenediisocyanate polymer",9052-50-0,Not controlled product,Non requise,
Polymère de l'acide azélaïque et du propylène glycol,"Nonanedioic acid, polymer with 1,2-propanediol",29408-67-1,Not controlled product,Non requise,
Polymère de styrène et de méthacrylate de butyle,Styrene butylmethacrylate polymer,25213-39-2,Not controlled product,Non requise,
Polymère d'épichlorhydrine et de bisphénol A,Epichlorhydrin-bisphenol A resin,25068-38-6,Class D2B - Toxic material causing other toxic effects,"1,0%",
"Polymère d'hexaméthylnediamine, d'acide adipique, de laurolactame et de caprolactame","Hexamethylenediamine, adipic acid, laurolactam, caprolactam polymer",26777-62-8,Not controlled product,Non requise,
"Polymères d'acide oléique, de triéthylènetétramine et des dimères d'acides gras en C18 insaturés","Fatty acids, c18-unsaturated, dimers, polymers with oleic acid and triethylene tetramine",68154-62-1,Class D2B - Toxic material causing other toxic effects,"1,0%",
Polyméthacrylate de méthyle,Methyl methacrylate polymer,9011-14-7,Not controlled product,Non requise,
Polypropylène,Polypropylene,9003-07-0,Not controlled product,Non requise,
Polysulfure d'ammonium,Ammonium polysulfide,9080-17-5,Classification not available,"1,0%",Ce produit est présent sur la liste de divulgation sous l'appelation Polysulfure d'ammonium mais avec le numéro CAS du Trisulfure d'ammonium.
Polysulfures de di-tert-dodécyle,Di-tert-dodecyl polysulfides,68425-15-0,Not controlled product,Non requise,
Polyuréthane,Polyurethane,9009-54-5,Not controlled product,Non requise,
Polyvinylpolypyrrolidone,Polyvinylpolypyrrolidone,25249-54-1,Not controlled product,Non requise,
Polyvinylpyrrolidone iodée,Proviodine,25655-41-8,Class E - Corrosive materials,"1,0%",
Potassium,Potassium,7440-09-7,Class B6 - Reactive flammable materials,"1,0%",
Potassium,Potassium,7440-09-7,Class E - Corrosive materials,"1,0%",
Pristane,"2,6,10,14-Tetramethylpentadecane",1921-70-6,Class D2B - Toxic material causing other toxic effects,"1,0%",
Proline (d-),d-Proline,344-25-2,Not controlled product,Non requise,
Proline (dl-),dl-Proline,609-36-9,Not controlled product,Non requise,
Proline (l-),l-Proline,147-85-3,Not controlled product,Non requise,
Propane,Normal propane,74-98-6,Class A - Compressed gases,"1,0%",
Propane,Normal propane,74-98-6,Class B1 - Flammable gases,"1,0%",
Propane sultone,Propane sultone,1120-71-4,Class D2A - Very toxic material causing other toxic effects,"0,1%",
1-Propanethiol,1-Propanethiol,107-03-9,Classification not available,"1,0%",
Propanolamine,Propanolamine,156-87-6,Classification not available,"1,0%",
Propiolactone,Propiolactone,57-57-8,Class B3 - Combustible liquids,"0,1%",
Propiolactone,Propiolactone,57-57-8,Class D1A - Very toxic material causing immediate and serious toxic effects,"0,1%",
Propiolactone,Propiolactone,57-57-8,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Propiolactone,Propiolactone,57-57-8,Class E - Corrosive materials,"0,1%",
Propionate de butyle,Butyl propionate,590-01-2,Class B3 - Combustible liquids,"1,0%",
Propionate de calcium,Calcium propionate,4075-81-4,Not controlled product,Non requise,
Propionate de méthyle,Methyl propionate,554-12-1,Class B2 - Flammable liquids,"1,0%",
Propionate de phénylmercure,Phenylmercury propionate,103-27-5,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique mercure, composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Propionate de propyle,Propyl propionate,106-36-5,Class B3 - Combustible liquids,"1,0%",
Propionate de sodium,Sodium propionate,137-40-6,Not controlled product,Non requise,
Propionate de vinyle,Vinyl propionate,105-38-4,Class B2 - Flammable liquids,"1,0%",
Propionate de zinc,Zinc propionate,557-28-8,Classification not available,"0,1%",
Propionate d'éthyle,Ethyl propionate,105-37-3,Class B2 - Flammable liquids,"1,0%",
Propionate d'isoamyle,Isoamyl propionate,105-68-0,Class B3 - Combustible liquids,"1,0%",
Propionate d'isobutyle,Isobutyl propionate,540-42-1,Class B2 - Flammable liquids,"1,0%",
Propionate d'isopropyle,Isopropyl propionate,637-78-5,Not controlled product,Non requise,
Propionitrile,Propionitrile,107-12-0,Class B2 - Flammable liquids,"1,0%",
Propionitrile,Propionitrile,107-12-0,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Propionitrile,Propionitrile,107-12-0,Class D2B - Toxic material causing other toxic effects,"1,0%",
Propionyl chloride,Propionyl chloride,79-03-8,Classification not available,"1,0%",
Propylamine,n-Propylamine,107-10-8,Class B2 - Flammable liquids,"1,0%",
Propylamine,n-Propylamine,107-10-8,Class D1B - Toxic material causing immediate and serious toxic effects,"1,0%",
Propylamine,n-Propylamine,107-10-8,Class E - Corrosive materials,"1,0%",
"Propylamine, chlorhydrate de",Propylamine hydrochloride,556-53-6,Not controlled product,Non requise,
Propylbenzène normal,1-Propylbenzene,103-65-1,Class B2 - Flammable liquids,"1,0%",
Propylène,Propylene,115-07-1,Class A - Compressed gases,"1,0%",
Propylène,Propylene,115-07-1,Class B1 - Flammable gases,"1,0%",
Propylène diamine,"1,2-Diaminopropane",78-90-0,Classification not available,"1,0%",
Propylène glycol,Propylene glycol,57-55-6,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Propylène glycol,Propylene glycol,4254-16-4,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Propylène imine,2-Methylaziridine,75-55-8,Class B2 - Flammable liquids,"0,1%",
Propylène imine,2-Methylaziridine,75-55-8,Class D1A - Very toxic material causing immediate and serious toxic effects,"0,1%",
Propylène imine,2-Methylaziridine,75-55-8,Class D2A - Very toxic material causing other toxic effects,"0,1%",
4-Propylgaïacol,4-Propylguaiacol,2785-87-7,Classification not available,"1,0%",
Pumice,Pumice,1332-09-8,Not controlled product,Non requise,
Pyrène,Pyrene,129-00-0,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Pyridine,Pyridine,110-86-1,Class B2 - Flammable liquids,"1,0%",
Pyridine,Pyridine,110-86-1,Class D2B - Toxic material causing other toxic effects,"1,0%",
(Pyridylazo-2)-4 résorcinol,4-(Pyridyl-2-azo) resorcinol,13311-52-9,Not controlled product,"1,0%","Les propriétés toxicologiques de cet ingrédient ne sont pas connues. Dans un produit contrôlé, tout ingrédient dont les propriétés toxicologiques ne sont pas connues devrait faire l'objet d'une obligation de divulgation dans la fiche signalétique."
Pyrimidine,Pyrimidine,289-95-2,Not controlled product,Non requise,
Pyrite,Pyrite,1309-36-0,Not controlled product,Non requise,
Pyrithione de zinc,Zinc pyrithione,13463-41-7,Classification not available,"0,1%",
Pyroantimonate de potassium,Potassium pyroantimonate,16210-51-8,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique antimoine, composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Pyroarséniate de plomb,Lead pyroarsenate,13510-94-6,Class D1A - Very toxic material causing immediate and serious toxic effects,"0,1%",
Pyroarséniate de plomb,Lead pyroarsenate,13510-94-6,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Pyrogallol,Pyrogallic acid,87-66-1,Class D2B - Toxic material causing other toxic effects,"1,0%",
Pyrophosphate de potassium trihydraté,Potassium pyrophosphate trihydrate,7790-67-2,Class D2B - Toxic material causing other toxic effects,"1,0%",
Pyrophosphate de tétrapotassium,Tetrapotassium pyrophosphate,7320-34-5,Class D2B - Toxic material causing other toxic effects,"1,0%",
Pyrophosphate de tétrasodium,Sodium pyrophosphate,7722-88-5,Class D2B - Toxic material causing other toxic effects,"1,0%",
Pyrophosphate de tétrasodium décahydraté,Tetrasodium pyrophosphate decahydrate,13472-36-1,Class D2B - Toxic material causing other toxic effects,"1,0%",
Pyrophosphate disodique,Disodium dihydrogen pyrophosphate,7758-16-9,Class D2B - Toxic material causing other toxic effects,"1,0%",
Pyrrhotite,Pyrrhotite,12305-96-3,Not controlled product,Non requise,
Quartz,Quartz,1317-95-9,Class D2A - Very toxic material causing other toxic effects,"0,1%","Dans certains cas, cette classification ne s'applique pas. Nous vous invitons à consulter la section « Questions reliées à des substances spécifiques : silice cristalline encapsulée » disponible sur le site Web de Santé Canada - Division SIMDUT."
Quartz,Quartz,14808-60-7,Class D2A - Very toxic material causing other toxic effects,"0,1%","Dans certains cas, cette classification ne s'applique pas. Nous vous invitons à consulter la section « Questions reliées à des substances spécifiques : silice cristalline encapsulée » disponible sur le site Web de Santé Canada - Division SIMDUT."
Quinaldine,Quinaldine,91-63-4,Class B3 - Combustible liquids,"1,0%",
Quinoléine,Quinoline,91-22-5,Classification not available,"1,0%",
RDX,Cyclonite,121-82-4,Class D1B - Toxic material causing immediate and serious toxic effects,"1,0%",
RDX,Cyclonite,121-82-4,Class D2B - Toxic material causing other toxic effects,"1,0%",
RDX,Cyclonite,121-82-4,Class F - Dangerously reactive materials,"1,0%",
Résorcinol,Resorcinol,108-46-3,Class D1B - Toxic material causing immediate and serious toxic effects,"1,0%",
Résorcinol,Resorcinol,108-46-3,Class D2B - Toxic material causing other toxic effects,"1,0%",
Rhodamine B,Rhodamine B,81-88-9,Class D2B - Toxic material causing other toxic effects,"1,0%",
Rhodanine,Rhodanine,141-84-4,Classification not available,"1,0%",
Rhodium,Rhodium,7440-16-6,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Ricin,Ricin,9009-86-3,Classification not available,"0,1%",
Ricinoléate de sodium,Sodium ricinoleate,5323-95-5,Classification not available,"1,0%",
Rouge de méthyle,Methyl red,493-52-7,Not controlled product,Non requise,
Safranine,Safranin O,477-73-6,Not controlled product,Non requise,
Safrole,Safrole,94-59-7,Classification not available,"1,0%",
Salicylaldéhyde,Salicylaldehyde,90-02-8,Classification not available,"1,0%",
Salicylate de méthyle,Methyl salicylate,119-36-8,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Salicylate de sodium,Sodium salicylate,54-21-7,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Salicylate de tri-n-butylétain,Tri-n-butyltin salicylate,4342-30-7,Classification not available,"1,0%",
Sébacate de diisooctyle,Diisooctyl sebacate,27214-90-0,Not controlled product,Non requise,
Sel de fast garnet GBC,Fast garnet GBC salt,101-89-3,Not controlled product,Non requise,
Sel de lithium de l'acide trifluorométhanesulfonique,Lithium trifluoromethanesulfonate,33454-82-9,Not controlled product,Non requise,
Sel de lithium de l'éthynylbenzène,"Ethynylbenzene, lithium salt",4440-01-1,Not controlled product,Non requise,
Sel de lithium du bromacil,"Bromacil, lithium salt",53404-19-6,Not controlled product,Non requise,
Sel de potassium du nonylphénol éthoxylé et phosphaté,"Nonylphenol, ethoxylated and phosphated, potassium salt",52503-15-8,Not controlled product,"1,0%","Les propriétés toxicologiques de cet ingrédient ne sont pas connues. Dans un produit contrôlé, tout ingrédient dont les propriétés toxicologiques ne sont pas connues devrait faire l'objet d'une obligation de divulgation dans la fiche signalétique."
Sel de sodium de graisse animale,"Animal grease, sodium salt",61789-66-0,Not controlled product,Non requise,
Sel de sodium de la colophane,"Rosin, sodium salt",61790-51-0,Not controlled product,Non requise,
Sel de sodium de l'acide désoxycholique,Sodium desoxycholate,302-95-4,Not controlled product,Non requise,
Sel de sodium de l'acide naphtalènesulfonique,Sodium naphthalenesulfonate,1321-69-3,Not controlled product,Non requise,
Sel de sodium de l'acide naphtalènesulfonique-2,Sodium naphthalene-2-sulfonate,532-02-5,Not controlled product,Non requise,
Sel de sodium de l'huile de castor sulfate,Sulfated castor oil sodium salt,68187-76-8,Not controlled product,Non requise,
"Sel monosodique de l'acide décyloxypropylimino-3, dipropionique","Decycloxypropyl-3-iminodipropionic acid, monosodium salt",64972-19-6,Not controlled product,Non requise,
Sel sodique du vert de bromocrésol,"Bromocresol green, sodium salt",62625-32-5,Not controlled product,Non requise,
Sel sodique du violet de bromocrésol,"Bromocresol purple, sodium salt",62625-30-3,Not controlled product,Non requise,
Séléniate de lithium,Lithium selenate,15593-52-9,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique sélénium, composés, n.s.a (non spécifié autrement)."
Séléniate de potassium,Potassium selenate,7790-59-2,Class D1A - Very toxic material causing immediate and serious toxic effects,"0,1%",
Séléniate de sodium,Sodium selenate,13410-01-0,Class D1A - Very toxic material causing immediate and serious toxic effects,"0,1%",
Sélénium,Selenium,7782-49-2,Not controlled product,"0,1%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 0,1 % dans un produit contrôlé."
Sélénium amorphe,Selenium (amorphous),7782-49-2,Not controlled product,"0,1%",
Sélénium cristallin,Selenium (crystalline),7782-49-2,Not controlled product,"0,1%",
Sélénium disulfide,Selenium(IV) disulfide,7488-56-4,Classification not available,"0,1%",
Séléniure de cadmium,Cadmium selenide,1306-24-7,Class D1B - Toxic material causing immediate and serious toxic effects,"0,1%",
Séléniure de cadmium,Cadmium selenide,1306-24-7,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Séléniure de méthyle,Methyl selenide,593-79-3,Classification not available,"1,0%",
Séléniure de niobium,Niobium selenide,12034-77-4,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique sélénium, composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Séléniure de titane,Titanium selenide,12067-45-7,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique sélénium, composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Séléniure de vanadium,Vanadium selenide,12299-51-3,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique sélénium, composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé"
"1,1'-Sélénobisbenzène","1,1'-Selenobisbenzene",1132-39-4,Classification not available,"1,0%",
Sélénométhionine,Selenomethionine,1464-42-2,Classification not available,"1,0%",
